review_id,platform,app_name,author,rating,title,text,date,sentiment_label,groq_labeled
4945eb36da3e967c5fe05838ac3db8c5,app_store,Instagram,Kayra Doğukan Dönmez,1,Hesap kapanması,Hesabı açıyorum akşam kapanıyor tekrar açtığımda 4 gün idare ettim ertesi gün tekrar kapandı kimliğimi attım itiraz ettim kabul edilmedi tekrar attım kimliğimi kabul edilmedi kapatıldı hesabım buna artık bir çözüm bulunması lazım yapay zekaya bırakılacak birşey değil bu çalışan çıkarmak nedir ya düzeltilsin bu sorun yoksa İnstagram kullanmayacağım bundan sonra,2026-05-23 09:09:05+00:00,negatif,True
e07a856cf98b2109affeb81540eeeedd,app_store,Pinterest,Döneryiyenbiber,5,Sebiyommmm,Faw uygulama :33333,2026-05-23 09:05:45+00:00,pozitif,True
6f2328f96f3eb46f6453ca8157a010b0,app_store,Enpara.com,Miraç Kerim Gülhan,5,TAKSİT,Eskiden TAKSİT seçeneği vardı ama şimdi yok tekrar istiyorum,2026-05-23 09:04:56+00:00,pozitif,True
0739b3f8798159d48b8b7b3a49d77651,app_store,X,Clown Pagliacci,1,Aq elon,I miss the bird.,2026-05-23 08:52:47+00:00,negatif,True
e79ee60313f8da5b57b51d419425b6c6,app_store,WhatsApp Messenger,Ellçlk,1,Durum,Durum yapartığımda gönderiye müzik eklediğimde görüntü bulanıklaşıyor kötü kaliteli,2026-05-23 08:46:41+00:00,negatif,True
6454bbad75f480ea15adcf4d87cee8ff,app_store,İşCep,alorap 1972 PAROLA,5,Atatürk’ün oldu yer benimdir,Teşekkür ediyorum iyi ki varsınız. Ben bu bankayı çok seviyorum. Kendimi güvende hissediyorum. Teferruatları çok fazla olsa da lütfen çizginiz bozmayın.,2026-05-23 08:46:20+00:00,pozitif,True
44da439cb68eb3f0dd47066d8283f7fc,app_store,Enpara.com,Srtng,5,R,Çok iyi transfer işlemleri ücretsiz,2026-05-23 08:45:26+00:00,pozitif,True
1c5e6fadc18ff6ca7a8c9fd50e01f359,app_store,YouTube,Şilan Ömgen,5,Canım youtubum,Hep bizi eğlendirdiğin için sana çok teşekkürler ediyorum iyiki varsın,2026-05-23 08:41:40+00:00,pozitif,True
c6aeec2ea3e49ae20156dae60ea7f1cc,app_store,Instagram,Ömer Pars Doğan,4,Yararlı,Bence gayet güzel bir uygulama olmuş,2026-05-23 08:41:22+00:00,pozitif,True
ee682b69cec449fba7f8fd99b2ba209e,app_store,Enpara.com,tam anamıyla mükkemelll,5,UYGULAMA,dünyanın en iyi bankası,2026-05-23 08:34:32+00:00,pozitif,True
d8e794ece94c0ac05a768847d799a6d5,app_store,İşCep,Coş751,5,Çözüm,Harika çözümlerimiz ve kısa yollarınız var,2026-05-23 08:24:28+00:00,pozitif,True
1187fbfe8437122a21fa9ee0c22b59c1,app_store,McDonald's,Rezil Sarmal,5,rezilsiniz,şu oyun yapmışlar oyuna giriyosun kendi oynuyor ve sana bir şey kazandırmıyor. koskacs mcdonalds üç kuruş için düştüğü hale bak rezilsiniz,2026-05-23 08:18:01+00:00,negatif,True
e5f062fd7d4d69010049435dc1e1c465,app_store,Instagram,Yrs3222,5,Instagramın dikkatine,Bütün Instagram kullanıcalarına artık takip ettiklerimizi gizleme özelliği getirin takip ettiğim kişiler giriyor haberimiz olmadan arkadaşlarımızı ekliyorlar sinir bozucu haberimiz olmuyor lütfen buna bir el atın,2026-05-23 08:15:30+00:00,pozitif,True
c7c40e8fbdf2d25c741702a17a502da0,app_store,Enpara.com,Müşteri Vatandaş,5,Uygulamanın Panel,Uygulamanın Panel içeriğini Biraz daha Şık tasarlaya bilirsiniz.,2026-05-23 08:15:17+00:00,pozitif,True
552233ac7082b5c5e8b6f25f2bfc493a,app_store,İşCep,İşbank1,1,Memnuniyetsizlik,İşbank mobil eskisinden kötü oldu özellikle kart bilgileri ödeme bilgileri vb net kolay değil. Ana ekranlarda bakiye ve diğer ana ekranlarda fiyat değerleri kapatılması hoş değil,2026-05-23 08:08:55+00:00,negatif,True
04425d35d86034cd0877f4f1daf46945,app_store,Yemeksepeti,GChyren,1,Pro Rezalet,"Özelleştirme yok, catering firmaları istila etmiş durumda, joker indirimleri bu firmaların reklam panosuna dönüşmüş. Siparişinizde problem yaşandığında firmayı siz aramak zorundasınız, eskiden böyle değildi. Bakanlığın tağşiş listesindeki firmalar satış yapmaya devam ediyor. Enayiler için Pro üyelik getirmişler.",2026-05-23 07:57:48+00:00,negatif,True
4186b4edec9ed7b6bc1f71534e55ce28,app_store,WhatsApp Messenger,Murvet35nç,1,Uçtan uca şifreleme,Bildirimlerim gelmemeye başladı Yedekleme yaptım uçtan uca şifreleme parolamı kaydettim doğru olduğundan eminim. Uygulamayı sildim tekrar yükledim ve suan parolamı kabul etmiyor be 4 yıllık yedeklememi geri yüklemiyor ben suan ne yapacağım nasıl bir sistem bu Allah aşkına,2026-05-23 07:55:00+00:00,negatif,True
0267e8294c355644e12c1ae69f9a3287,app_store,Instagram,_.o iso,2,Çok sorun yaşatıyor,Her hesap açtığımda sürekli hesap askıya alınıyor nedensiz bir yere bunun sorununun çözülmesini rica ediyorum acil,2026-05-23 07:54:08+00:00,negatif,True
e12094fd97c960728558f8633a4a9de5,app_store,YouTube,Rohat Özatıcı,5,I in in,Çok güzel,2026-05-23 07:43:37+00:00,pozitif,True
34436a8d07e0df4f172c011c6d155ff8,app_store,Akbank,Erhanero,5,Sorunsuz ve hızlı bankacılık,Bütün işlemleri kolayca halledebilir bır banka,2026-05-23 07:41:02+00:00,pozitif,True
4b0375ea3b32b3b41e2335a6c6a82772,app_store,Getir,Sevdap,2,Kampanya,İndirim kodu olurdu önceden şimdilerde çok az,2026-05-23 07:36:38+00:00,negatif,True
c2c6a9f8a459924f31d69457c7c7d69e,app_store,Akbank,gmlk brsn,4,ben,bonus kazanamıyorum,2026-05-23 07:35:31+00:00,pozitif,True
e55a1c2fbfd7df84b453d346d3d31b7d,app_store,Enpara.com,Axyhalil,5,Bir bankadan fazlası,Eft masrafı yok dert yok tasa yok,2026-05-23 07:25:43+00:00,pozitif,True
4e659a3b7d38697ad6f257f8767a0d34,app_store,Akbank,Koruyucu01,5,Bankacılık,Çok başarılı,2026-05-23 07:23:44+00:00,pozitif,True
5d33c0212a8e6258a6806d744e543ba4,app_store,Enpara.com,$₺£€,5,₺$€£,Çok memnunum enparadan,2026-05-23 07:19:00+00:00,pozitif,True
227b949a27c8185dfc1f1f130d9c8d4a,app_store,Trendyol,Trendyol..,5,Mükemmel,Tek kelime mükemmel,2026-05-23 07:15:54+00:00,pozitif,True
5e793361a98df8d4a7735c0090511158,app_store,Trendyol,Nesli78,5,Kolaylık,Güvenli alışverişin adresi,2026-05-23 07:11:07+00:00,pozitif,True
3d1858f65d0a622d214906fa5ca09ace,app_store,İşCep,TaKmA aD 9002,1,Güvenlik rezaleyi,Kimlik tarama güvenlik doğrulaması berbat bir sistem iptal edilmesini istiyorum,2026-05-23 07:06:27+00:00,negatif,True
deb4b69f5b3a9e51705a0089d444c112,app_store,Ziraat Mobil,Deniz K 2,5,Teşekkür,Uygulamanız hem pratik hem güvenilir hem de gayet kullanışlı,2026-05-23 07:00:34+00:00,pozitif,True
fefba917a5c5640733da8718f98ca716,app_store,Garanti BBVA Mobile,kent d rance,5,Süper,İşlemler basit ve anlaşılır,2026-05-23 06:56:11+00:00,pozitif,True
e908d4f6cf0e4c12e4539ce4d047df04,app_store,Garanti BBVA Mobile,sinn byzts,1,Eft havale üreti,Eft havale ücretini neden kaldırmıyorsunuz. Sırf bu yüzden pek çok ödememi alırken sizin bankanızın ibanını vermiyorum.,2026-05-23 06:50:00+00:00,negatif,True
6c78df6d3a59464e4c3f692189070a20,app_store,WhatsApp Messenger,queennil,3,Durum kalite düşüklüğü,"Durum paylaşınca resmin kalitesi aşırı düşüyor özellikle video paylaşınca 420p gibi oluyor video kalitesi, resme müzik eklediğinde de aynı problem söz konusu oluyor. Ve instagram hikayeni, wp de paylaşınca da kalite düşüyor. Ve nedense ısrarla bu durum düzeltilmiyor. Ya özelliği hiç getirmeyin getiriyorsanız da düzgün çalıştırın👎🏻👎🏻👎🏻👎🏻",2026-05-23 06:47:30+00:00,nötr,True
233a1cf5d61a9e56b948d35e9d16d31a,app_store,Garanti BBVA Mobile,PınarÇakil,5,Garanti,🌸garanti,2026-05-23 06:47:29+00:00,pozitif,True
fa37b4e125612e606b1e2f9524d921eb,app_store,İşCep,Beşibirlik,5,Hızlı işlem,Sisteme giriş ve işlemlerin yapılması hızlı ve kolay,2026-05-23 06:39:51+00:00,pozitif,True
0afbcfe36f3eb22d37813054544721a7,app_store,Garanti BBVA Mobile,Cegoz,5,Süper,Kolay,2026-05-23 06:39:02+00:00,pozitif,True
a41c26144d8fb01cc423b9eede62d166,app_store,Facebook,Mutluluk abidesi,5,Sosyallik,Eğlence neşe,2026-05-23 06:38:54+00:00,pozitif,True
15cb6fdafb6a1b46c8904d1c0296bd2c,app_store,Trendyol,Zinatoy,5,On numara 5 yildiz,Mukemmel Uygulama,2026-05-23 06:35:16+00:00,pozitif,True
20adb6d1e7eb00167bd0b40f6278b9dc,app_store,Instagram,bintibeybaba,1,Uygulamayı silmeye ramak kala,"23 mayıs 2026. Yaptığınız güncelleme ile ana sayfamda hiç tanımadığım profiller var, kendi takip ettiklerimin paylaşımlarını görebilmek profillerine girmem gerekiyor. ‘Arkadaşlarım’ yahut ‘en yeni’ kısmına tıklamak yeterli değil. Uygulamayı silmeme vallahi çok az kaldı. Herhalde instagram bağımlılığımızdan bizi kurtarmak için bu saçma güncellemeyi yaptınız.",2026-05-23 06:17:11+00:00,negatif,True
b7c35aab9a55475375caee1e1755cbaf,app_store,Hepsiburada,ÜnsalÖz,5,Güven,Her zaman,2026-05-23 06:16:19+00:00,pozitif,True
3207258ff490f59db577d49e19590464,app_store,Instagram,cihadciftciii,1,8 yıldır kullandığım hesabı kapattılar,8 yıldır düzenli olarak sorunsuz şekilde kullandığım İnstagram hesabımı bir anda ansızın kapattılar 8 yıl boyunca tüm turistik ziyaretlerim anılarım her şeyim 1 anda yok ettiler,2026-05-23 05:39:09+00:00,negatif,True
a5f5eb287d5cc6ca3cb9c3165d545f26,app_store,Trendyol,Mücahit Hasan ünlü,5,Alışverişin en kolay yolu,Trendyol numberone,2026-05-23 05:35:40+00:00,pozitif,True
c0b3d814a65fe745e8d0f75fba849d16,app_store,Akbank,Buchsee Lyon,5,TPC ödemesi,Akses ile beyanlı trafik cezasını ödedim. Vergi dairesine gitmeye gerek kalmadı. Birde yurt dışı çıkış harcı burdan ödenebiliyor. Uygulamaları gerçekten çok beğendim. Üstelik çok kolay. Akbank’a çok teşekkür ederim.,2026-05-23 05:17:17+00:00,pozitif,True
804256981c36761e9f36e3e17e0c02f9,app_store,Telegram,Rabiya87,5,Destek lütfen,iki telefonumda Telegram yüklüydü ve hiçbirşey yokken engellenmiş numaram sizden rica ediyorum talep ediyorum numara banımı açmanızı,2026-05-23 05:14:36+00:00,pozitif,True
ae387fe8ea1a3840c3ed59ea19fcb7b5,app_store,İşCep,Dağhan & Alphan,5,Mükemmel,İşbank lı olarak çok memnunum,2026-05-23 05:03:01+00:00,pozitif,True
ff7c7e7d238c9e310d42ad7540ee0919,app_store,Akbank,Sezgin gül,5,Limit düzensiz,Artı para desteği gerekli,2026-05-23 05:00:18+00:00,pozitif,True
7293c7e7b2fcb331ffdbb05a262f508a,app_store,Enpara.com,TarMAZ.,5,Tarık Yılmaz,Mobil Uygulama çok kullanışlı EFT havale ücreti yok çok memnunum ve hep en para kullanıyorum,2026-05-23 04:58:16+00:00,pozitif,True
0c19e4e696485402249a3d44b2d50fa1,app_store,Garanti BBVA Mobile,muroo1453,5,Hizmet,Kaliteli hizmet Güvenli yarınlar,2026-05-23 04:45:09+00:00,pozitif,True
0c118edeea2233c0b70579622a88ccb1,app_store,Akbank,Celal uğurlu,5,Muhtesem,Süper,2026-05-23 04:40:05+00:00,pozitif,True
0b1b30bbf302c559f99ce6188aa9fe81,app_store,Enpara.com,Arda3636,3,Eskisi daha iyi idi,Eskiden sağ avantajlı idi şimdi değil,2026-05-23 04:36:19+00:00,nötr,True
63a3baff56afb2f06a3524e1b59618da,app_store,İşin Olsun,aliihsan arsal,5,Aliihsan arsal,Aşçı,2026-05-23 04:29:00+00:00,pozitif,True
a6b7a0d9bc51cfcfc4b9626f3d464916,app_store,Kuveyt Türk Mobil,Süper olmuş tamam,5,Süper Süper banka,Çok iyi,2026-05-23 04:00:18+00:00,pozitif,True
94678c48716eb018c97db3668eb29f35,app_store,QNB Finansbank,Oyun pro,5,go ve fix kart kullanıyorum,"mobil güzel, rahat kullanıyorum",2026-05-23 03:51:20+00:00,pozitif,True
6697097d958fb0c83f17f1d9ff1b3bf5,app_store,WhatsApp Messenger,Okunmuş mesajlar,1,Okunmuş mesajlar,Okunmuş mesajlar okunmamış listesinden kaybolmuyor….,2026-05-23 02:28:30+00:00,negatif,True
d2a654bdce2a4a574da6677fb045f286,app_store,Instagram,Masamoya sapla,1,",.",dalgamı geçiyonuz siz hesap açıyoruz açtığımız gibi askıya alıyonuz aptal aptal işler sebep ne kardeşim sebep ne ?? naptım ben size derdiniz varsa yaz alta bekliyorum,2026-05-23 02:14:11+00:00,negatif,True
671eebd357ee4d4e18d7729823151e56,app_store,Instagram,Alkanbirsu,1,Şikayet mağduriyet,Tüm Instagram toplumunun kullandığı sonraki gelen Şipşak özelliği benim telefonuma gelmedi güncellemelerimi sürümlerinin hepsinin tam olmasına rağmen bunun giderilmesini istiyorum,2026-05-23 01:56:07+00:00,negatif,True
1dc4973656cd9b31d917f36c16f99778,app_store,İşCep,Mnalkn,5,Kolay bankacılık,Çok verimli bir uygulama,2026-05-23 01:02:53+00:00,pozitif,True
0391fb20840c39c7bb1a339fd208f2da,app_store,Enpara.com,Martin Orlinov,5,Tek kelime ile harika,"Yıllardır kredi ihtiyacı ,para transfer ücreti almaması , kullanım kolaylığı, kart aidatı almaması,yüksek mevduat getirisi konularında güvendiğim banka herşey için teşekkürler.",2026-05-23 00:45:11+00:00,pozitif,True
e50b16732d5abbf92ecce9ab4bacc10f,app_store,YouTube,Ash.2526,1,Reklam fazlalığı,Gereksiz fazla reklam var,2026-05-23 00:11:09+00:00,negatif,True
448eadb2-e0f3-4fb8-872f-6dcfb69ac3f7,google_play,Akbank,zakir toprak,1,,akbank kredi kartı kullanmayın ben iptal ettim 1500 tl kart aidat kesiyorlar,2026-05-22 23:58:40+00:00,negatif,True
ebe85db929677b1db5e75efd295a24d9,app_store,Instagram,mustafa cihat34,5,Güzel,Süper,2026-05-22 23:55:01+00:00,pozitif,True
0ffd41cf-6ab6-47ea-b2af-b86cd904f1db,google_play,Domino's Pizza Türkiye,Levent Demirel,1,,uygulamaya özel ilk sparişe bir orta boy pizza kamyasına spariş verdim ücretsiz olan pizza siparişle gelmedi ücretini ödediğim geldı müşteri hizmetleri ni aradım bi hata olmuş tekrar tanımladık birdaha spariş verin gelir dedi birdaha dominos'tan birsey almam,2026-05-22 23:53:59+00:00,negatif,True
36b414f8-53ba-4885-b1a0-a2cfc8e3c341,google_play,Sahibinden,Serap Ataman,5,,çok iyidir,2026-05-22 23:50:11+00:00,pozitif,True
4c6d992e-8b5d-4dfa-ae31-c1fc710eaf39,google_play,Enpara.com,Ozan ÖCAL,1,,Yıllardır enpara müşterisiyim. Bankanın genel olarak hizmetlerinden memnunum ancak mobil uygulama her geçen gün kötüye gidiyor. Adeta sahte bir uygulama kullanıyor gibi hissediyorum. Sürekli bağlantı hatası alıyorum. Basit bir para transferini dahi defalarca denemeden sonra yapabiliyorum. Mobil bankacılık temelli bir finans kuruluşunun bu sorunu çözememesinden dolayı ciddi bir güven sorunu yaşıyorum.,2026-05-22 23:48:58+00:00,negatif,True
bbf35e57-a2d9-4156-9612-f9fa1a83f18d,google_play,Domino's Pizza Türkiye,Cesur Bozkurt,5,,harika,2026-05-22 23:47:44+00:00,pozitif,True
47f41080-8672-4d05-b77e-557764cf8300,google_play,Yemeksepeti,Mustafa Bey,1,,"kurye aramış ulaşamamış yalanıyla saatlerce sipariş bekliyorsun.Gün bitince sipariş gelmeyince şikayet butonu aracılığı ile Yazışarak ödediğin ücreti geri alabiliyorsun. sanırım dolandırıcı değil beceriksizsiniz. Uygulamayı siliyorum,kimseye de tavsiye etmem",2026-05-22 23:47:31+00:00,negatif,True
ae8cd72c-2df3-4b57-bcab-0b6e1d177991,google_play,Yemeksepeti,Hasan Özbay,1,,berbat,2026-05-22 23:46:38+00:00,negatif,True
fb231da422e1229aafa1e605e196dfac,app_store,Enpara.com,deryadeniz.blog,5,Deryadeniz.blog,Enpara mobil bankacılıktan memnunum hızlı ve güvenilir ⭐️,2026-05-22 23:45:41+00:00,pozitif,True
bc2735d6-1c35-49c3-9a6f-cbb26eb5a104,google_play,İşin Olsun,Gulseren Iscioglu,5,,cok güzel bir uygulama,2026-05-22 23:45:39+00:00,pozitif,True
b7d6100f2334879d946856713cb06d64,app_store,Instagram,Kobra120987,1,Hesabım kapatıldı,Yapay zeka destekli olduğu için yunusslkk hesabım kapatıldı kapatılıp duruyor,2026-05-22 23:44:40+00:00,negatif,True
d7a3c568-6410-486f-9ac2-3b1a41ee3436,google_play,Domino's Pizza Türkiye,Umut,4,,diger uygulamardan soylmek yerine burdan siparis olusturmak daha mantıklı muhatabınız var en azından ve siparis verme asamasindaki kolaylik cok iyi diger yerlerde on tane tik isaretleyip kutucukluyorsunuz yinede eksik ve yanlis geliyor ürün ve menu siralamasi cok iyi kategoriler basit ve sade bu cok hosuma gitti sadece fiyatlar biraz daha yükselmeli,2026-05-22 23:28:05+00:00,pozitif,True
653b15285bc5d348a3acce887da9688a,app_store,Trendyol,Pınarlıda,5,Harika,İyiki varsın trendyol,2026-05-22 23:25:03+00:00,pozitif,True
3ced610a-77a7-45d0-a0c5-3f0e005c4832,google_play,Yemeksepeti,Satı Gökdaş,5,,cok sağolun cok güzel bir işletme,2026-05-22 23:24:40+00:00,pozitif,True
f455c58a90e4297c5ad8b52839f0c05f,app_store,Instagram,sahteçi,5,Harika,On numara,2026-05-22 23:22:46+00:00,pozitif,True
56721e9d-f2d0-4a83-8437-f44cafc5acd5,google_play,n11,Erdogan Beler,2,,"uygun fiyat, arızalı ve garantili Ürün degisimi yapmıyor.",2026-05-22 23:20:10+00:00,negatif,True
c5f44e98770286b119e648103033e614,app_store,Instagram,Furkantattoo,1,Furkan,O kadar emek veriyoruz bir günde kapatasınız diyemi bomboş nedenlerden dolayı lütfen çeki düzen verin uygulamaya,2026-05-22 23:20:00+00:00,negatif,True
57dd1bce8ecd5b2504e77160ea5a8d12,app_store,Instagram,Best opts ever,5,Confident,Perfect media platform,2026-05-22 23:17:37+00:00,pozitif,True
26c96128-0827-4a99-a8db-c89f5afa53f2,google_play,n11,Ferat Özbey,5,,diğeri sitelerden daha uygun,2026-05-22 23:17:27+00:00,nötr,True
13016d85-f72e-4c3c-af33-9001023e788e,google_play,Kuveyt Türk Mobil,Mehmet akif,5,,kredi kartı bölümünü daha hızlı kullanışlı yapılabilir. sol uç noktaya tıkla seç filan derken uzun sürüyor. daha evvelki daha pratikdi. şimdiden elinize sağlık kolay gelsin,2026-05-22 23:13:05+00:00,pozitif,True
7def38e8-30bc-4fde-b2a9-09d04eb85910,google_play,Kariyer.net,Hakan Kutlak,1,,Son güncellemeden sonra her girişimde tekrar üyelik girişi yapmamı istiyor. Son güncellemenizde sorun var.,2026-05-22 23:11:39+00:00,negatif,True
651202f7-7c9f-45a5-a63f-37114922f71a,google_play,Enpara.com,Esad Kurtoğlu,5,,efso,2026-05-22 23:08:24+00:00,pozitif,True
7159592e-6420-4886-b57c-7ebf3c938a34,google_play,Enpara.com,M tansu Karamalak,5,,herzaman güvenle,2026-05-22 23:06:01+00:00,pozitif,True
0ab49c35-aa12-4db7-9c74-32ef4334c282,google_play,Kariyer.net,Vatan tesisat klima ve iklimlendirme sistemleri,1,,"beş kuruş etmez bir yer,yıllardır üyeyim bir iş fırsatı bulamadım",2026-05-22 23:05:49+00:00,negatif,True
9e78e66e-bbd0-4fa6-b58c-1fcc8ccdc816,google_play,Albaraka Mobil,Cumali KOÇOVALI,1,,uygulama ne hikmetse hafta sonu cuma günü problem çıkartıyor 1 saat önce girip ödeme yaptığım hesabıma giremiyorum aradığımda uygulamayı sil geri yükle her şey tamam şimdide bilgiler uyuşmuyor hatası sonuç cuma günü söz verdiğimiz ödemeler yapılmadı pazartesi ye kaldı,2026-05-22 23:05:32+00:00,negatif,True
1b3f5966-6ae8-4b45-add6-e9fbde6203df,google_play,Instagram,Fatma Zehra Akgedik,5,,hikayeme istediğim müziği koyamıyorum,2026-05-22 23:04:35+00:00,pozitif,True
5f7c2ecd-3d4a-4767-9c6d-3d2c36be626e,google_play,YouTube,Metehan Yalçìn,1,,güncelleme çook zaman alıyor,2026-05-22 23:02:30+00:00,negatif,True
810987d33928516fa949861615e07fc2,app_store,Sahibinden,5 yıldızzzzzz,5,Çok iyi uygulama,Çok iyi uygulama,2026-05-22 23:02:21+00:00,pozitif,True
7a6637bb-9c73-4a83-ba42-8a47a70ee843,google_play,Instagram,Eym,5,,sadece 5 yıldız,2026-05-22 23:02:11+00:00,pozitif,True
6def6f0b-cc5c-4039-bd53-506c0400cc26,google_play,Instagram,Nuran Göktürk,2,,ben uygulamayı ne kadar güncellesemde hiçbir yeni özellik gelmiyor mesela herkes de şipşak özelliği var bende yok ses kaydında ses değiştirme özelliği herkeste var mesela bu neden böyle bende niye hiçbir özellik yok,2026-05-22 23:01:22+00:00,negatif,True
5280fef7-3b08-4458-9cee-92fe98fb4a0e,google_play,İşCep,Taylan Çeçen,5,,on numara,2026-05-22 22:58:18+00:00,pozitif,True
e50ede40-3869-4ca0-a414-16b3ad54c3f7,google_play,Instagram,L AYDIN,5,,❤️🩵,2026-05-22 22:57:26+00:00,pozitif,True
7a8aa6ce-7600-407d-93db-ec4b525149c5,google_play,X,Heaser Keller,1,,uygulamaya giremiyorum sürekli olarak giriş yaparken bir hata oluştu diyo tekrar tekrar kaldırıp kurdum yine olmuyo önbelleği sildim telefonu kapatıp açtım wi-fi mobil veri yine olmadı,2026-05-22 22:57:15+00:00,negatif,True
