platform,review_text,rating,review_date,source_url
yelp,"Hi Mia, thanks for the 5-star review! We appreciate you taking the time out of your day to rate The Halal Guys.",5,"Feb 18, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"When in NYC you have the try the original Halal guys. We came here around 9pm and the line wasn't too bad. The total wait time was about 25 minutes, but it didn't feel like it. I forgot how delicious the chicken and rice is here especially with the hot sauce on top. Weather was a bit cold but once you took it bite out of it you instantly felt the warmness. Cool and nice ambiance to eat outside to taste the freshness of it.",5,"Apr 9, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Thank you for the 5 star review, John! We're always thrilled to see a satisfied customers share their opinion.",5,"Apr 9, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I've passed this cart so many times while wandering Avenue of the Americas. We finally decided to stop here for a mid afternoon savory snack and so happy with the decision. They have a few sizes of bowls and really, I just wanted the meat and sauce and it didn't disappoint. I'm a fan of the spicy red and white sauce and it was the perfect size for $10. Cash and card!",4,"Feb 6, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Went late at night (we were actually trying to get Adele's but line was too long lol). I think since they've expanded the quality has been commercialized slightly- it's still very good but I've since seen other halal carts do waaaaay better. I think this is a great baseline comparison halal cart though. I don't know if I'd come back considering all their other better options available,4,"Jan 24, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Wanted to see what the hype is. It's a solid choice for a quick lunch. We had a good Gyro mixed chicken ann beef white sauce.,3,"Mar 1, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Thank you for being a valued customer! If you have any suggestions on how we can make your experience a 5-star, please reach out and share!",3,"Mar 1, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I really wanted my first Halal Guys experience to be from a cart vs a brick and mortar. So I'm glad that I happened to be seeing a show at a theatre just around the corner from this location. As many reviews mentioned, there will always be a line. When we went it was an off time on a weekday so it wasn't too long, but I had still had the foresight to order ahead via their website. Just as I was getting there, I could see one of the employees moving an order to their 2nd cart which is there for mobile pickups. I walked right up, gave them my name, and sure enough, that bag was mine and I was on my way. It couldn't have been easier. The food itself was perfect. Everything tasted fresh. The meat was hot, the veggies were cold and crispy, and the sauces were, well, amazing. The whole meal filled me up without having me feel stuffed. I really appreciated that because I feel like other places will give you the same amount of food but it will be so heavy that you just feel awful after eating it all. So, if you are in the theatre district and want a fresh, flavorful, and filling meal, Halal Guys is a great option.",4,"Sep 16, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Wait approx 30 mins on a cold wintery night for Halal guys.. food prices are very reasonable for a quick meal in Manhattan 9-12$. We both ordered 2 combo platters. Hubby had the large $12 combo beef gyro and chicken platter. I had the regular $10 combo chicken falafel platter. Initially looked like it had too much white sauce smothered on top, but tuned out to be the perfect amount. The pita was so nice and soft tender from being steamed in top of the chicken on their grill. Falafel was warm and crispy. Would advise to order ahead on yelp or something if you're in a rush as the line was slow moving. Recommended!",5,"Jan 4, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Hi Iris M.! Thank you for taking the time to rate and review us. We are happy to hear of your love for our food and truly appreciate your support. We look forward to your next visit! The Halal Guys,5,"Jan 4, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,The falafel bowl was overall ok. The red sauce was super spicy and was not a fan of the white sauce. Falafel was crispy but not the best. I prefer moshes falafel.,3,"Dec 2, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,It's still very tasty after 16 years.  Got the regular but the ratio of meat is too low. Struggling to get a bite of meat with everything else Anyways worth a try if you haven't been.  But it's not the same as before.,3,"Dec 26, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Thank you for taking the time to share your thoughts about The Halal Guys! We would love to have the opportunity to connect with you directly about any issues you may have during your experience. If we can connect on areas we've fallen short, we can make changes to better ourselves. Please contact us at your convenience to chat.",3,"Dec 26, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,I live in CA.  I still think about this cart when I think about food or NY. Wish they would open ones in other states. I had the lamb plate 3 times in my 4 day stay in NYC. The real cart is open during the day on the southeast corner. At night it is on both the southwest and southeast corner. And they have one on 53rd and 7th.  across the street from the sheraton towers. The sauce is way better than any yogurt sauce I've ever had.  And the hot sauce is real tasty too.  Everything is perfect about the lamb plate and if you get the pita.  I think it is more of a flat bread because is real soft and perfect. And it so inexpensive.  And the portions are huge.  My wife and I end up just sharing one plate. The imposters are on the southwest corner during the day.  They have yellow shirts with no logo.  And they don't have the logo on their plastic bags.  They are jerks too.  Someone in their line was leaving their line and I told them the real guys are across the street.  They started going crazy and yelling at me.,3,"Dec 26, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"THE famous Halal Guys. I've tried it when they franchised to the West Coast. Here was my experience at the actual spot. AMBIANCE: Parking: Not really. Street parking or parking at the Hilton/Sheraton. Seating: Nothing designated but there are benches a few steps away. Vibes: Welcome to Midtown NY! Plenty of iconic spots and places, one being Halal Guys! The spot itself is pretty busy close to Times Square and many Broadway shows. It's nothing too flashy, there are actually a few other Halal Guys carts but you can tell this is the original based on the longer line or being across the Hilton. Great place for a grab and go. FOOD: Combo - Beef/Chicken/Gyro Platter (Recommend) Why not? The best of all worlds! Chicken, beef, and gyro well cooked and flavored, complemented with rice, fresh lettuce, tomatoes, and their signatures sauces. They've grown their flavors but I love the classic cool white sauce, refreshing green sauce, and fiery (really) hot sauce (packaged separately). CUSTOMER SERVICE: Great! Despite the long line they were pretty professional and composed. TL; DR OVERALL: 4.5 Stars. Good price, good selections, and a pleasant experience. This hits! I'm impressed how they still kept it affordable. It's a great bang for your buck too! Glad they franchised but if you happen to find yourself in the area, it's definitely worth a try. #RepresentASIAN TIPS: * You'll actually probably see a few other Halal Guys - the original original one is on 53 & 6 right across from Hilton near a fountain. It actually has a long line but the others are just as great!",5,"Jun 11, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Leland, thank you for the positive comments. We are so happy you enjoyed your meal at The Halal Guys and look forward to seeing you again!",5,"Jun 11, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Yup, came back almost a year later and I still like this better compared to Adels. Affordable and simple at $12 cash for a Regular. Split it w my SO and it was a perfect amt. SO says meats slightly dry but it didn't bother me. Added a separate white sauce and it was still great. The veggie/rice ratio is perf",5,"Aug 13, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Yep, I get the hype. I like the halal guys that I've had in LA but the OG stand just HITS DIFFERENT. Truly legendary. Eaten right away, or heated up  later as a drunk food, all of it is just so so good. Line around 3:40pm was like 10-15 parties deep, but it moves fast. Got our food within 15-20 minutes of waiting in line. A small platter with combo chicken and beef was $10.89. In retrospect I should've gotten a large for an extra dollar to really savor every bite even though I couldn't finish the small in one sitting. I get 3 lines of red sauce, then add another bag. Flavor blast. Burns so good. Meat's not dry. I'm still dreaming about it since ordering it 11/24/24 LOL Service is fast and friendly! The guy took our order quickly, and joked at how I got more lines of red sauce than my dude friend who got one loll",5,"Aug 13, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,This is the OG and the food is still very good. Got a combo sandwich for $10 cash. Waited in line for about 15-20 minutes. Operations were slow at 5pm. There were only 10-15 ppl in front of me and they took their sweet ass time,4,"Aug 9, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Was able to stop by and try The Halal Guys while visiting, my friends and I waited around 5-10 minutes to order and all orders are made to order - staff member was friendly and made the food quickly and added extra white sauce which we enjoyed. Food came out good, delicious - we ordered the beef and complimented with rice, tomatoes, fresh lettuce and sauce.",4,"Dec 16, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Ambiance: the food truck is located at the midtown entertainment district, and there's always long waiting line from morning to midnight Service: the line moves slow, as they operate both walk-in and online orders at the same station, expect at least thirty minutes waiting time, once you get to the front line, it's pretty fast to place the order and get your food right away Food: the original and legendary food truck with their simple menu items CHICKEN & BEEF GYRO COMBO - **** the most popular item, lettuce and rice base, topped with chicken and gyro, and pita, sauces are optional, recommend serving with their white creamy sauce and red hot sauce Price: decent potions and cheap prices, less than $15 for a quick bite, it used to be cash only, but they take credit card payment now",4,"May 10, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I have not tried in a couple of years. The combo is now $12. Portions are smaller, half of it was tomatoes and salad. Still a good deal for $12 but not as much food as before. Lines are also shorter.",3,"Dec 7, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Price: $8 as of July 9 at this location. It use to be $7 before this month and $6 in 2013 or 2014. Price as been going up but affordable. It is cheaper than the stores locations where is is $7.99 before taxes for a small and $8.99 for a larger. Wait: There is always a wait no matter if it is lunch time, mid day, dinner time or even midnight. First because of tourists and second because it is cheap filling food after a long night of drinking. Be prepared to wait 5 to 10 minutes. Food: Food is always fresh and hot. If you get a platter, it comes with yellow rice, pita and salad. You can add chicken or gyro or both as meat. I am a frequent visitor when i am by the location. The food i got was really salty. I don't know why. I had trouble finishing it because of that. I will give it another try to see if they have changed their food. Sauce: If you get the platter to go, they are very stingy with the sauce. They charge you more if you want extra. Drinks: They sell drinks. A can of soda is $1. Overall: i would give this a try if you are in the neighborhood, hungry after a night of drinking. It is filling affordable food in NYC.",3,"Dec 7, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I first tried the OG Halal Guys cart about 20 years ago, and it was one of those mind-blowing experiences you always remember. Now Halal Guys is franchised, but the franchise locations don't hold a candle to the original experience. So I was hoping to experience that original magic - but sadly the cart was just like the mass produced franchise locations.  The meat was dry, the flavor was lacking, and it was overall a disappointment. I guess it's just one of those things that changes with time!",2,"Jul 7, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hello Nadeem A., We would like to apologize for your recent experience and sorry to hear you were less than satisfied.  We pride ourselves on our service and the high-quality standards we maintain and would like to make things right.  Please reach out to us at rewards@thehalalguys.com to discuss what occurred and how we might make it up to you.",2,"Jul 7, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"We were introduced to Halal Guys on a previous visit, and now there are a few locations near home in Los Angeles. I tried to find the original cart but couldn't. We made an order, it was only $12 for enough food for both my wife and me! It was very delicious and very filling. The Halal Guys can always be depended on for a good meal!",5,"Oct 6, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I stopped by The Halal Guys as I was around the area, since I've heard a lot about them and seen plenty of decent reviews, so I wanted to see what the hype was about. The menu is simple: protein, rice, and salad with three sauces. For protein, they offer chicken, gyro, falafel, or a mix, and you can get it either in a pita wrap or as a platter. Their sauces are white sauce, BBQ, and hot sauce. One thing I like is that they offer two platter sizes -- small for $10 and large for $12. Even though my eyes are big, my stomach is small, so I went with the small platter, and it was the perfect portion. I ordered the combo gyro and chicken and topped it with BBQ and white sauce. It comes with two pieces of pita bread and a little side salad. The meat was decent -- the chicken didn't have much flavor and was pretty bland, but the gyro had a nice texture. The rice was actually pretty good, and the white sauce mixed with the BBQ sauce made the whole dish more flavorful. Overall, I'd rate it a 3.5 out of 5",3,"Nov 23, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I was so excited to finally have the Halal Guys tonight after years of MIA. But tonight was definitely a disappointment. I have been eating healthy lately and was extremely excited to finally eat a comfort meal, however the portions were unacceptable. I got the beef platter and it used to come with the perfect amount of salad on the side, but the portion of salad was atrocious. Literally, barely any meat, and the ratio was off. Why am I eating salad AGAIN!!!!???? It wasn't even busy on this rainy day. Who are they saving the meat and rice for? If you're visiting NYC, Halal Guys is definitely not representing us!",1,"May 14, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Shirley, We're sorry that your experience wasn't what you expected.  At The Halal Guys we strive to provide exemplary customer service to all of our guests.  We would love the opportunity to make it up to you.  Please email rewards@thehalalguysny.com so we can make it right.",1,"May 14, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Have walked by and saw huge lines here before, so wanted to come back and try. When I did, there was only one couple in front of me. Service was good. Thought the food was good - not great. Would probably stop here again if the line was short.",4,"Jan 5, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Customer service was abysmal. No prices listed, food was barely cooked dry and the worst part for 2 chicken over rice and a single kabob we were charged 50+ dollars. this should have been $35",1,"Jan 11, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Jason P., We deeply apologize for your experience. It seems like you are disappointed, and we would love to hear more about where we fell short. Please reach out to our customer service team at your earliest convenience. We can be reached at rewards@thehalalguys.com.",1,"Jan 11, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,One of our favorite spots in NYC. A Must for tourists and locals alike. Food is always delicious and and service is quick. You defenitely get your moneys worth.,5,"Jan 13, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Pretty fresh food and delicious it totally fulfilled my expectations in every aspect.,5,"Jan 10, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Hi Norman B.! Thank you for taking the time to rate and review us. We are happy to hear of your love for our food and truly appreciate your support. We look forward to your next visit! The Halal Guys,5,"Jan 10, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"I read this one is the best, so it is where I go when I am in NYC. Once we got this to go, and then went to the Plaza bar for coffee and drinks.",5,"Dec 24, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Ceceilia, thank you for the positive comments. We are so happy you enjoyed your meal at The Halal Guys and look forward to seeing you again!",5,"Dec 24, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"There was a line everyday. I finally stood in it. 10 min, back to front. The front welcomed me with engaging service. $12 FULFILLING and delicious gyro sandwich and alright $6 fries. That sandwich with that sauce...! Yum!",5,"Jun 11, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,This place is wonderful. I got the falafel platter which was deliciously fresh and tasty. Huge portion sizes. Where else are you going to get a complete dinner in New York City for $11? They worker recommended I try the green sauce which is like the white sauce but a little more herbs. I really liked it. I forgot how good this place was.,5,"Mar 31, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Mike, thank you for sharing your wonderful review about The Halal Guys! We are happy to have served you, please feel free to reach out to our team if you have any additional feedback.",5,"Mar 31, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"You'll try to convince yourself not to do the long line, just like I did, but I caved for my next meal.  Just know that the food is great for the price ($11 for the larger platter they call the ""Regular.""  Keep in mind that the sandwiches ($9) are also larger that the picture says.  Once you get your food, you can eat it standing up, or try to get lucky and get a spot on the bench outside the building.",4,"May 26, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"It's a rite of passage standing in line at 4am, bleary eyed, maybe a bit drunk, waiting to chow down on some Halal Guys. While I'm waiting and pondering the universe's most mysterious questions, such as how it has taken me over three  decades on Earth to get to this location. All forms of consternation immediately vanished after one bite of my Gyro plate with extra white and red sauces (go easy on the hot sauce...I learned a bit too late that a little goes a long way!).",5,"Nov 4, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"At some point I think New York was mainly hot dog carts. Now, it's all halal carts. This Yellow shirt classic food stand has been there since 1990. Now this stand typically as a line. They have another stand right across the street. So the concept here is platters. As street food- you have chicken, beef, falafel as options. For my vegetarians, the falafel is made in a separate cart so it can be separated from the chicken and beef. Its made fresh so I had a wait. They came out with 12 piping hot falafels and it was worth it. For the platters you get rice, vegetables and then your protein. In my case, 6 piping hot falafels. On top of it is pita bread and then white and red sauce. The white sauce is a lovely blend of mayonnaise and yogurt. A perfect blending of Mediterranean and American cultures. The red sauce is spicy and should be taken in limited quantities. If you get this to go, they wrap it up for you and put it in a bag. We walked back to the hotel and our food had stayed warm. The rice was flavorful, and the veggies and falafel. Combined with the white and red sauce this was a perfect meal. It cost me $12 + tax. They take cash and card. This line I can be long but what I know is that it's worth it.",5,"Oct 6, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Pretty high on the list of NYC legendary carts, and for good reason. I've come to this cart roughly 1-2 times per year since moving to NYC in 2016 and have no plans to stop.  If I lived any closer I'd be here a lot more often. The menu and the process are super simple - get in line no matter who you are (tourist, construction worker, finance bro, marathon runner, other), wait hopefully no more than 5-10 minutes, and then select a platter that comes with rice + meat or falafel. Tell them whether you're OK with the spicy sauce or not; as a guy that genuinely enjoys spicy food, I've screwed around and found out when it comes to their red sauce.  It's delicious but don't overdo it on your first go-round. Pay them $8-$10 for a filling, tasty meal - which in NYC (particularly in Midtown) is an absolute steal. And then enjoy your lunch/dinner/snack on a nearby bench people-watching in the area, or take it to Central Park, or wherever else you want to chow down. I'm not trying to say that this is the best food you'll ever find in New York - but it's so dang reliable in terms of cost and quality, and in one of the most scenic stops in town to boot.  Can't imagine this area without thinking of the Halal Guys cart as well.",5,"Nov 4, 2024",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Dumond, thanks for the 5-star review! We appreciate you taking the time out of your day to rate The Halal Guys.",5,"Nov 4, 2024",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,The Halal guys have expanded and it's phenomenal to watch. It was a pleasure getting lunch at one of their food carts at the location where it all started. It's a great bang for your buck in the city. 11 or 12 dollars for a plate that is a decent size is a steal in the city. The spicy bbq chicken is indeed spicy so be prepared. The chicken combined with the rice and salad proved to be an satisfying lunch. Halal guys hits the spot in my opinion.,4,"Apr 11, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,We were so excited to find THE original location of the Halal Guys. We came here on a Sat afternoon around 3pm. Short line but there was always a line! The guys were super nice and didn't rush us to order when we got to the front of the line. They even allowed us to substitute the spicy bbq chicken for the regular chicken in the combo plate. We got two combo plates and a chicken sandwich/gyro. They gave us enough silverware and napkins and extra white sauce and extra hot sauce! Everyone in my group was in agreement that the food and service was 5 stars! We are so happy we stopped by today. The chicken and beef were made to perfection with amazing spices. And the meat combined with the rice and lettuce/tomatoes = amazing! We loved the food and would definitely recommend both the combo dish and the chicken gyro!!!,5,"Oct 5, 2024",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Miley, thank you for the positive comments. We are so happy you enjoyed your meal at The Halal Guys and look forward to seeing you again!",5,"Oct 5, 2024",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Still worth the hype! The OG Halal cart, worthy of praise. Not sure why some reviews mention them as having fallen off. Maybe there are better ones, yet the Halal Guys are just as good, generous portions, delicious white and spicy sauce (get both), and enough of a balance between the rice, meat (beef), and vegetables. The falafel was a pleasant surprise, crispy outside and chewy inside. Surprisingly no lamb option. The line can be long.",5,"Nov 30, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,We waited in line for over 45 minutes in freezing temps and it was worth it! Chicken & rice platter and lamb & rice platters with extra white sauce were ordered and devoured in minutes. What's not to love about consistently delicious food! Tip: Ask for extra white sauce,5,"Mar 23, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Visiting First time New York , everyone recommend eating at Halal Guys so we decided check out what all the hype about . Best part getting a wholesome meal at 1 AM at night was really fascinating coming from a town where everything closes at 9 pm. Long Queue at 1 am gave us assurance that food would be delicious. Queue was worth the hype and anyways the queue moved very fast due to the efficiency of the staff. Now the food, We Ordered a few chicken and Falafel Platters which came with rice, lettuce, pita pieces and chicken/Falafel , loaded with the fantastic white sauce. Everything was served super fresh and hot.  Portions were generous. We really enjoyed the food as we were very hungry after a long drive from North Carolina. Slept late with an happy belly ! The Only downside was they only accept Cash  at the food truck . Luckily we had some  it would have been very difficult to  look at cash late night.",4,"Jan 30, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Grabbed the combo platter at The Halal Guys 53rd St cart post-theater--juicy chicken/gyro over perfectly seasoned rice with extra white sauce was pure bliss, pita scoopable and filling for $16. Quick despite the line, hot/fresh every time; iconic spot lives up to decades of hype. Must for visitors craving real street eats!",5,"Apr 4, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Hi Nicholas, thank you for the positive comments. We are so happy you enjoyed your meal at The Halal Guys and look forward to seeing you again!",5,"Apr 4, 2026",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Post MOMA yesterday, the quickest dinner to go would be the Halal Guys. Went for a Combo Platter but wanted half of the Chicken to be Spicy Chicken so I can try it. That proved to be a good move as the Spicy Chicken was literally fire, and I have such a high threshold! Combine all the white sauce and hot sauce and it was too hot but soooo good! Glad to see them still holding up. Stay consistent and clean pls! :)",4,"Jul 12, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,Thank you for taking the time to write a review about The Halal Guys! We are happy to have you as a customer!,4,"Jul 12, 2025",https://www.yelp.com/biz/the-halal-guys-new-york-3
yelp,"Arrived on a Tuesday at 12pm. Wait was about 2-5 minutes and the service was quick. Bring cash as this place, similar to most, takes cash only. The beef gyro is preferred over the chicken and don't forget the red sauce if you're a spicy consumer. I can see the appeal for this spot. If I worked here in nyc, I'd go here often for a cheaper quality meal",5,"Aug 15, 2024",https://www.yelp.com/biz/the-halal-guys-new-york-3
